planet_mass0,period0,eccentricity0,inclination0,argument0,longnode0,mean_anomaly0,planet_mass1,period1,eccentricity1,inclination1,argument1,longnode1,mean_anomaly1,planet_mass2,period2,eccentricity2,inclination2,argument2,longnode2,mean_anomaly2,planet_mass3,period3,eccentricity3,inclination3,argument3,longnode3,mean_anomaly3,star_mass,num_planets
1.8306817268448135e-05,45.153925045291274,0.020075138714826916,90.0,-152.49500477641607,0.0,-148.23076516490562,1.8601121717148903e-05,85.31698816019144,0.0019143262527307637,90.0,-13.579474319692045,1.7655625192200639e-31,-128.7395935458642,2.1973961330847647e-05,130.1940694796349,0.002387392191558262,90.0,151.03818206081246,-5.2966875576601895e-31,141.5205294143419,1.470022908601929e-05,264.33649530891483,0.01880929817097614,90.0,-127.2699768528421,7.062250076880257e-31,80.80285671734818,1.0,4
2.4005498025691977e-05,45.1539046624089,0.017782435200398634,90.0,-171.52176633206233,-3.531125038440127e-31,-129.23378048419735,1.914453128389771e-05,85.31997959347039,0.005509150833194114,90.0,-15.494087864015068,-3.531125038440127e-31,-127.21939642034233,1.9864159029941994e-05,130.19699984175216,0.001086400210336071,90.0,25.378949757553592,0.0,-93.17198947389622,1.4965576961448539e-05,264.1760377997627,0.019025957350468126,90.0,-118.61526528599263,0.0,66.87705955285456,1.0,4
2.2396163949263176e-05,45.15423961011432,0.006097971021948878,90.0,-161.66568599795482,-1.7655625192200634e-31,-140.44594706018654,2.0634534012896266e-05,85.31791136938628,0.012213590726269435,90.0,-9.149016575005522,8.827812596100319e-32,-134.33089819935535,2.0274001071811645e-05,130.19778061536132,0.0072660748603328345,90.0,2.6506569411219614,4.855296927855174e-31,-71.15583309410091,1.988745674528103e-05,264.12162915729687,0.01585523634799514,90.0,-38.75332827048359,3.531125038440126e-31,-10.828916273859207,1.0,4
2.0865710243452004e-05,45.154220059181654,0.008713081943634283,90.0,-154.43092095177556,1.7655625192200639e-31,-147.44236300273292,2.0170938722590544e-05,85.31806733914466,0.010047036998886007,90.0,-12.771799204518487,-8.827812596100317e-32,-130.44893532913122,1.8987000787474537e-05,130.19597104712363,0.005054866903010474,90.0,4.4371171817522015,0.0,-72.69086179188106,1.7730573115286038e-05,264.2231714459919,0.013365840386145866,90.0,-61.892147186234105,-5.296687557660192e-31,13.431564366942878,1.0,4
2.191900039290805e-05,45.15417588068055,0.009657325440397596,90.0,-162.08072669976005,1.7655625192200639e-31,-139.64027241052327,2.0869593982169666e-05,85.31815094662231,0.007278350437467916,90.0,0.8105141458842818,1.9862578341225716e-31,-143.7386059869996,2.0640580374823537e-05,130.19625053522932,0.003779226222859892,90.0,37.13446055857258,7.062250076880254e-31,-105.15442779890664,1.7277646837180566e-05,264.347835127354,0.008664030372011904,90.0,-51.7238336590065,-7.06225007688025e-31,6.937606977210158,1.0,4
2.529814662118854e-05,45.153976479517375,0.014210547525267302,90.0,159.1812478268758,1.7655625192200634e-31,-100.43723933478901,2.050266740429314e-05,85.31961951717247,0.009923417694975996,90.0,-0.386816399920379,-3.972515668245143e-31,-142.85268536516955,2.0040295330280076e-05,130.198792383073,0.005721488787817384,90.0,17.499891926516675,-1.765562519220063e-31,-85.80143882347909,2.166663423202697e-05,265.32130693241425,0.007847788148657473,90.0,136.03425080931407,0.0,172.43319732116592,1.0,4
2.792088266336106e-05,45.15403526436606,0.013991199056399034,90.0,160.23748339806116,0.0,-101.50594996417125,2.0561715937902023e-05,85.32048564706612,0.00889254478422909,90.0,-17.643771291813735,5.296687557660192e-31,-125.42836649338157,1.9681109669774547e-05,130.19970195553867,0.00411361603185602,90.0,-3.447333248301443,-3.08973440863511e-31,-64.69922597432912,2.2331556698875153e-05,265.13608597063535,0.0058075048624215446,90.0,170.71699390588068,7.945031336490285e-31,138.37454329438467,1.0,4
2.3885784800373118e-05,45.15408047578832,0.014098716751703313,90.0,-178.62932276010906,-2.8690390937326033e-31,-122.5291832458882,1.8923258850801238e-05,85.31956654144592,0.006397458453495797,90.0,-1.7346825682507592,-5.958773502367714e-31,-141.08592235195962,1.869765084597611e-05,130.1974219768792,0.0026039698326397187,90.0,33.78603674990293,3.5311250384401286e-31,-101.71178738407842,1.9430676069600268e-05,265.2822138639198,0.013398583962101333,90.0,168.742930014372,0.0,140.24839514777503,1.0,4
2.1048615226672947e-05,45.15413743700173,0.015490564436895048,90.0,-170.75994838178903,0.0,-130.25956505250286,1.934611630290699e-05,85.3174783835764,0.006230834859873413,90.0,-81.42964620640646,-1.7655625192200643e-31,-60.778984134506985,2.1095096443313595e-05,130.1970425033274,0.00405263962426884,90.0,-121.63968139570011,-1.7655625192200639e-31,54.20653940559878,1.7393316041162747e-05,264.4375016781047,0.024091161420715185,90.0,-131.63136080522412,-3.531125038440126e-31,79.78358132048035,1.0,4
3.0094930991082302e-05,45.153957361881666,0.012955594067933868,90.0,-174.94344975738167,-2.6483437788300956e-31,-126.3524208909624,1.8932464838763412e-05,85.32034261735197,0.010150420650348152,90.0,-3.998510356001489,6.6208594470752375e-31,-139.26630375874942,2.4560213839551523e-05,130.19962894572774,0.005416435547134423,90.0,9.290031645374864,-1.7655625192200634e-31,-77.58081136027447,1.7500137643988894e-05,264.31569554924465,0.010395832888721333,90.0,-85.35087440860539,-1.7655625192200639e-31,32.64692929335101,1.0,4
