0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,chi2
45.153371787294674,-0.021107604050838075,-0.026949899256047714,0.0,0.0,159.11078106791769,85.31138937899816,0.03567553937222268,-0.021446866380414015,0.0,0.0,210.00967557354332,97.53686597821542,-0.06959166431277464,-0.00520368590618618,0.0,0.0,192.06400586701193,130.1812916140744,0.023627610266525163,-0.018284937636746965,0.0,0.0,212.0236653480047,-12.650930960792246,-11.26231283870033,-13.37639690548919,-11.032723583123184,68.07258166794703
45.15331895706981,-0.023976320834238826,-0.021695156777480767,0.0,0.0,159.11076958569615,85.31938649698955,0.03606009994754636,-0.005284861515179829,0.0,0.0,210.01392885572366,97.49529477390674,-0.0570654473043003,-0.04353138727563869,0.0,0.0,227.14651306918452,130.18230883105184,0.02345987790628371,-0.005493950617424525,0.0,0.0,212.02459954700834,-11.502338756459794,-11.275847197016615,-13.35328134610033,-11.13400355760387,68.50998065689966
45.15371377690755,-0.021483712118006756,-0.029703842196036407,0.0,0.0,159.11095087439386,85.31197559083425,0.01878885482386242,-0.021165175106549257,0.0,0.0,210.01100589117064,97.52585591324717,0.049650504965611124,0.10000998561930154,0.0,0.0,179.17866245505266,130.1826241096262,0.010139739090652527,-0.018185055710316356,0.0,0.0,212.024496472894,-12.225973609736712,-11.260648601808631,-13.538092092031727,-11.04041896597195,71.21357382670628
45.153771403290285,-0.02123055096317114,-0.026248963154151213,0.0,0.0,159.11087578895908,85.31011168334142,0.01903290738853954,-0.009319148425894744,0.0,0.0,210.00509227617732,98.12444802124111,0.028648887462820426,-0.021712858479732994,0.0,0.0,211.37012777626245,130.1809589163287,0.008378566837663477,-0.009672336563665096,0.0,0.0,212.025002663781,-10.909188063222262,-11.250279870663384,-13.81550543184532,-10.614920040867423,71.59922289202956
45.15457136637551,-0.032546224045917754,-0.01989499848156159,0.0,0.0,159.10915550967061,65.4513859238614,-0.012862233338924806,-0.08317431028604766,0.0,0.0,202.12500582567225,85.31341920116166,-0.012059025490894007,-0.018151671363298014,0.0,0.0,210.0106907360156,130.1843206032177,-0.015170991184938145,-0.015345921569962239,0.0,0.0,212.0252210155696,-10.517753373651395,-13.615681775147433,-11.194362531503213,-10.911862296496176,72.52815934438001
45.15362663005963,-0.025977462767932776,-0.03115285918638839,0.0,0.0,159.1107170900088,85.31607027303954,0.02399722149176046,-0.02286096080089706,0.0,0.0,210.00573023259545,104.02824598514607,0.011970757649464895,0.00797617018052987,0.0,0.0,189.7324419950563,130.18371258411509,0.014124540830899658,-0.019810000401215534,0.0,0.0,212.02406192495945,-11.017719426960014,-11.296659038185032,-13.815481806935308,-11.40063323970049,73.2225403056456
45.15364529719514,-0.021601721362998694,-0.03897798818528581,0.0,0.0,159.11058097420246,85.31131783811391,0.03212330391731256,-0.02899421900344501,0.0,0.0,210.0018357857895,98.09306815155462,0.040022593767299976,-0.03939016762108582,0.0,0.0,211.89398264111622,130.18056199233206,0.018359831415717492,-0.02661706350729611,0.0,0.0,212.02489201162857,-11.074628766378453,-11.36004541170551,-13.785609812559235,-10.711920638989895,73.50346268936275
45.15362825144497,-0.023490515840824164,-0.029587581218545836,0.0,0.0,159.11074826508528,85.31087929740181,0.025963111503481507,-0.016276840440830522,0.0,0.0,210.01178043635468,111.56032636860591,0.001490968105666584,0.039100911177855635,0.0,0.0,177.29304113222463,130.18377031611166,0.015431360372659159,-0.015005299259493099,0.0,0.0,212.02456803661462,-11.75551120781273,-11.29730320210333,-13.815489087784783,-11.007874093876104,73.81815046050869
45.15357481759965,-0.022079899093066156,-0.030175986248553947,0.0,0.0,159.11075674042232,85.31680806643627,0.03493800132963386,-0.027730701233128333,0.0,0.0,210.00579005315964,111.44163194273118,0.019134878660102547,-0.011916451713433057,0.0,0.0,159.4576636852194,130.18198228370008,0.023262191992201763,-0.02312286440354499,0.0,0.0,212.02456186539396,-11.70819161109438,-11.262119864310785,-13.69803094814016,-11.428951676218873,74.15285401732889
45.1537775288776,-0.02176558302610368,-0.021626740142656167,0.0,0.0,159.11089661806602,85.31600387283616,0.018596445807528294,-0.012216358580813318,0.0,0.0,210.00647471619777,108.37011056748173,0.004697829336456528,0.016091874499052944,0.0,0.0,193.13690584603216,130.1828895814525,0.010169574383543377,-0.010165398289558968,0.0,0.0,212.02379258801534,-11.499059951960668,-11.181249931800618,-13.815459839791354,-11.362959695428861,74.95064426075447
