planet_mass0,period0,eccentricity0,inclination0,argument0,longnode0,mean_anomaly0,planet_mass1,period1,eccentricity1,inclination1,argument1,longnode1,mean_anomaly1,planet_mass2,period2,eccentricity2,inclination2,argument2,longnode2,mean_anomaly2,planet_mass3,period3,eccentricity3,inclination3,argument3,longnode3,mean_anomaly3,star_mass,num_planets,chi2
4.625032520553789e-06,45.15354118513217,0.03631283707101909,90.0,-124.96168865941269,0.0,-175.37419632151884,1.3375452481776055e-05,85.31706884614498,0.04809638548824216,90.0,-41.93230756095813,3.531125038440125e-31,-104.38691450133655,1.0062418813062983e-06,111.51726341388174,0.010264379718998438,90.0,49.04951068820972,-7.062250076880254e-31,-154.21651946492105,8.86386030426013e-06,130.18532023044662,0.03566454567649926,90.0,-47.276123665786656,3.531125038440127e-31,-23.24644031830562,1.0,4,75.1314282920842
9.057471304837764e-06,45.15335791602086,0.046876472838008575,90.0,-122.34710385257826,1.765562519220063e-31,-177.4644036750109,1.186001199675176e-05,85.31729947954392,0.059353918855551024,90.0,-47.44088094048453,-3.531125038440126e-31,-99.41477243681614,2.274092818567871e-06,108.4018185247196,0.03663975492732831,90.0,-40.906811571519334,-3.531125038440126e-31,149.6647194202635,9.773111137494804e-06,130.18737701595126,0.04643206019824267,90.0,-53.83266207964618,-7.062250076880254e-31,-17.09020104699877,1.0,4,75.51460212301903
8.523580000829782e-06,45.1538627347138,0.03384777255023056,90.0,-133.22010819792578,3.531125038440126e-31,-166.8487116916614,1.3258730870161115e-05,85.31753292747504,0.022587121173352126,90.0,-32.478863576891975,-1.7655625192200639e-31,-111.82545344862665,1.0000133904127255e-06,111.43528287897973,0.00467153301124884,90.0,17.440406454051594,3.5311250384401278e-31,56.388376462620315,1.1382772046219986e-05,130.1885210957065,0.014705256600023477,90.0,-44.546535771115686,-3.5311250384401286e-31,-24.355901776812214,1.0,4,76.12536168264641
1.0188721469623437e-05,45.153557818598415,0.02430880862924051,90.0,-138.76667871998023,0.0,-161.88779326997124,1.49344188588256e-05,85.31818401756662,0.03102690687252763,90.0,-22.38286203391222,3.5311250384401278e-31,-123.03257102850982,1.0378772445639413e-06,104.35973297562659,0.02509887209522127,90.0,-57.82750230202799,0.0,-126.31773441313275,1.4983419821494699e-05,130.18941552631736,0.020965055401775175,90.0,-27.432767008305163,-1.7655625192200634e-31,-42.40775737329498,1.0,4,76.13892912060189
9.721381352307857e-06,45.15376985233894,0.030623855720341684,90.0,-135.34030431367742,0.0,-164.8981704167427,1.3874728785819668e-05,85.31654758555388,0.021579440161580633,90.0,-31.12820389827984,-1.7655625192200639e-31,-113.1150955218834,1.0001402049079892e-06,108.36175590945449,0.010325010452337666,90.0,77.22880089851334,-1.7655625192200639e-31,-117.508968274284,1.277331521040277e-05,130.18910767288816,0.013700314345415573,90.0,-42.92052067014366,7.062250076880254e-31,-25.926439410745875,1.0,4,76.32895092728462
2.3848194988718876e-05,45.153601324320995,0.024929273697266545,90.0,-141.82768612683037,-3.531125038440126e-31,-158.67443588008945,1.5021551661007664e-05,85.32139200006414,0.03102691403443052,90.0,-24.168938500307448,0.0,-121.21312116646621,1.000144189693482e-06,104.03656098653595,0.008034640702358053,90.0,173.28505863790244,-3.531125038440125e-31,-131.2194564164846,1.4407568350314204e-05,130.1949327080443,0.02048732263817186,90.0,-29.586788965136208,-1.765562519220063e-31,-40.15852500399813,1.0,4,76.5610593193979
3.6510821575473383e-06,45.15342933905823,0.029750371155812624,90.0,-163.22965193265068,0.0,-136.25258045570214,1.1877446720340614e-06,65.38915282206965,0.061700959105620484,90.0,179.05418786744926,6.620859447075239e-32,80.68288425298753,1.3045072433097495e-05,85.31362235291417,0.03452768025552722,90.0,8.974365837182527,8.827812596100317e-32,-155.01061641728407,2.1598240602723917e-05,130.18547647155796,0.02211824191959095,90.0,8.400293577094695,8.827812596100319e-32,-78.59650606026898,1.0,4,76.65592443366927
1.0711902647476171e-05,45.15367969927032,0.031806779427165775,90.0,-134.04234958282336,0.0,-166.15495646211411,1.3828406759761387e-05,85.32001127909297,0.0278242185749759,90.0,-35.61333037716224,0.0,-109.0984739019794,1.0337060876167212e-06,108.35245223971111,0.022278360611674302,90.0,44.13719553970271,3.531125038440126e-31,-78.34584025002776,1.1121125191412625e-05,130.18999332532428,0.019057515399464108,90.0,-45.000199087217126,0.0,-24.248481054806703,1.0,4,76.70086433127936
8.88316751463292e-06,45.15355041265592,0.04008347642327734,90.0,-127.8738976947806,-3.531125038440126e-31,-172.0121016643416,1.2467558661934363e-05,85.31636838908489,0.03824578584248705,90.0,-42.12171306583661,-3.531125038440127e-31,-103.29648089416888,2.207723334934632e-06,108.40154934817949,0.018390006504043276,90.0,-23.728547777558088,1.7655625192200626e-31,133.38779810056064,1.0423768595385102e-05,130.18752283380113,0.028726564926201223,90.0,-50.927775652434896,3.531125038440127e-31,-18.874675629317768,1.0,4,76.80919785879931
3.6627548616693262e-06,45.154167518509915,0.03460449499592411,90.0,-157.62921538499668,-1.765562519220063e-31,-141.42903255452526,1.0000023436059107e-06,65.3933014047172,0.09043607630429298,90.0,-178.32197504198535,0.0,84.34329225671293,1.3825679253175205e-05,85.31267315550807,0.007888477339021746,90.0,-34.7476725635993,-3.5311250384401278e-31,-108.14278728897577,1.8855734873573877e-05,130.18668070309025,0.004168551749885722,90.0,-87.61813932548107,-2.2069531490250797e-31,19.904542611640622,1.0,4,77.12808554181956
8.07984898213399e-06,45.153929887784265,0.03268355041163256,90.0,-134.7985897326506,3.531125038440126e-31,-165.2914944685919,1.3717148862127533e-05,85.31444468757917,0.021309521232636502,90.0,-39.81310695649772,3.531125038440126e-31,-104.21239918048886,1.000088532313858e-06,103.99263083158348,0.013027871094761723,90.0,61.60817168067672,-3.5311250384401278e-31,-2.243599986734134,1.339469090437551e-05,130.1886332895924,0.014352727629274963,90.0,-52.6376146319062,3.5311250384401278e-31,-16.061027171688625,1.0,4,78.30517414454403
